character,gender,id,name
Smiles,0,1398617,LaJon Dantzler
Fly,0,1398618,Janelle Cambridge
Arcade Rats,0,1398619,Anjelo 'Lil Demon' Baligad
Arcade Rats,0,1398621,Jalen Testerman
Arcade Rats,0,1398623,Jose 'Boy Boi' Tena
Arcade Rats,0,1398626,Simrin C. Player
House of Samurai,0,1290629,Joshua Allen
House of Samurai,0,1398124,Jeffrey 'Machine' McCann
House of Samurai,0,559646,Casper Smart
House of Samurai,0,1071483,Joshua Lee Ayers
House of Samurai,0,1398741,Philip Albuquerque
House of Samurai,0,1398742,Richard Steelo Vasquez
House of Samurai,0,1398825,John 'J-Rock' Nelson
House of Samurai,0,1398826,Aaron 'Deuce' Cooke
House of Samurai,0,1398827,Moises Rivas
The House of Samurais,0,1398828,Zahra 'Jeskilz' Hamani
House of Samurai,0,1290640,Ivan Koumaev
House of Samurai,0,1398829,Sharya Howell
House of Samurai,0,1398831,Nick Wilson
House of Samurai,0,1398832,Nick DeMoura
NYU Tour Guide,0,1398833,Bailey Hanks
Punk Kid,2,59262,Robin Lord Taylor
Emo Skater,0,1398835,Alex Zelenty
NYU Professor,2,14103,Mark Blum
Silence D. Class,0,1398837,Alex Charak
Kristin,0,1398838,Carolina Ravassa
Jenny,0,209596,Ally Maki
Gwai Announcer,0,230163,Kevin Chew
Walter,0,1398851,Ken Marks
Door Person,0,1344380,Mark Tallman
Natalie's Mom,1,88755,Jennifer Van Dyck
Woman Watering Plants,0,1400904,Rhapsody James
Diner Customer,0,1400907,Sal Mistretta
Mrs. Kido,0,1400908,Sonnie Brown
World Jam Announcer,0,1096823,Grandmaster Caz
World Jam Judge,0,54515,Hi-Hat
World Jam Judge,0,1400927,Raymond Del Barrio
World Jam Judge,0,1400978,Marley Marl
Mover Dancer,0,1400979,Ryan Daniel Beck
Mover Dancer,0,1400980,Sawandi Wilson
Club Dancer,0,1401031,Noel Rodriguez
House of Red Hook,0,1401040,Marie 'Pandora' Medina
House of Red Hook,0,1401048,Tyrell Washington
House of Red Hook,0,1401057,Adrian Wiltshire
House of Red Hook,0,54516,Dave Scott
House of Red Hook,0,1401068,Cedric Gardner
House of Red Hook,0,1398070,Josue Anthony
House of Red Hook,0,1401073,Richie Soto
Arcade Player,0,1343738,Cheryl Alessio
World Jam Dancer,0,1401076,George Alexander
Dancer,0,1401077,Shawn Breathwaite
House of Gwai,0,1099849,Leon C. Carswell
Anton,2,1349554,Bryan Dechart
Preppy Kid,0,1401078,Jason Etter
Mimi,0,1401079,Ruby Feliciano
Grand Central Passenger,0,1401080,Moe Hindi
Tango Dancer,0,1290608,Jeremy Hudson
House of Gwai,0,1401081,Morris Isby
House of Germany,0,1401084,Joseph Charles Kaye
Backround,0,1401089,Kristen Kress Parness
Dance Battle Spectator,0,1401090,Chris Kulanusorstit
Bill,0,1401091,Zachary McElderry
Tango Dancer,0,1401092,Shauna Mitchell
Engineering Student,0,1401093,Owen J. Murphy
College Freshman,0,1401094,Stefanie Paige
Missy,0,54504,Danielle Polanco
World Jam Exhibition Dacner,0,1401095,Alicia Quiñones
House of Gwai,0,1401096,Tony Styles
Dance Battle Spectator,0,1401099,Ashley Sugarman
Hipster,0,1401100,Michael Trobiano
Tango Dancer,0,1401103,Sean Van der Wilt
Tango Dancer,0,1401104,Penelope Vazquez
Cable,2,232499,Harry Shum Jr.
Lena,1,57088,Sanoe Lake
JJ,0,1520268,Ruben Tejada
Kaupena,0,1520269,Kaupena Miranda
Asa,0,1520270,Asa Aquino
Fiji,0,1520271,Fiji
Paul,0,1520272,Paul Hatter
Tamayo,0,1252032,Tamayo Perry
Junge,0,36090,Ricky Adams
Bus Fahrer,1,36092,Denise Hughes
IRS Co-Worker #5,2,1154221,Peter Grosz
IRS Co-Worker #6,1,1154231,Tonray Ho
Bakery Employee #1,0,1154232,Danny Rhodes
Bakery Employee #2,1,155520,Linara Washington
Bakery Customer #2,0,1465725,David Pompeii
Homeless Man,2,946311,Larry Neumann Jr.
Man with Hose,2,1054510,John Mohrlein
Bakery Customer #4,0,1245641,Jarrett Sleeper
Demolition Crew #1,2,59145,Danny McCarthy
Demolition Crew #2,0,59579,Tab Baker
ER Nurse #2,0,1188683,Celeste Pechous
ER Doctor #3,0,1197997,Michael Cook
Banneker Press Receptionist,0,59578,Ora Jones
Accident Witness,0,1188569,Will Clinger
Animal Footage Voice Over (voice),2,168992,Bob Papenbrook
Bakery Patron (uncredited),0,45426,Nathan Adloff
Business Women (uncredited),0,1018826,Edy Cullen
Business Women (uncredited),0,53236,Beth Hebert
Augustus Chatman (uncredited),0,1323225,Eli Goodman
Nurse #3 (uncredited),0,1309207,Sia Moody
Stella Oleson,1,27755,Melissa George
Dawn,1,167025,Kate Elliott
Kirsten Toomey,1,1245747,Camille Keenan
John Riis,2,33306,Peter Feeney
Malekai Hamm,0,181900,Pua Magasiva
Jake Oleson,2,34918,Mark Rendall
Denise,1,173555,Amber Sainsbury
Iris,1,1621913,Megan Franich
Jeannie Colletta,1,1621926,Dayna Porter
Michelle Robbins,1,54478,Kate Butler
Larry Robbins,2,1621927,Thomas Newman
Gail Robbins,1,1621931,Rachel Maitland-Smith
Ally Riis,1,1621932,Min Windle
Peter Toomey,2,1502553,Jack Walley
Helen Munson,1,1399812,Elizabeth McRae
Tom Melanson,2,1621933,Joe Dekkers-Reihana
Gus Lambert,2,1193195,Grant Tilly
Zurial,2,1399824,John Rawls
Kali,1,1621961,Melissa Billington
Inika,1,560164,Kate O'Rourke
Heron,2,1439931,Ben Fransham
Edgar,2,1240892,Jarrod Martin
Cicero,2,1621975,Aaron Cortesi
Little Girl Vampire,1,1621972,Abbey-May Wakefield
Jules Louden,1,486603,Anna Hutchison
Mother Buckner,1,172997,Maya Massar
Judah Buckner,0,1275701,Matt Drake
Clean Man,2,63564,Nels Lennarson
Demo Guy,2,89551,Peter Kelamis
Japanese Floaty Girl,0,111933,Naomi Dane
Military Liaison,1,158644,Ellie Harvie
Chem Department Guy,0,172836,Brad Dryborough
Japanese Frog Girl,0,1275703,Emili Kawashima
Japanese School Girl,0,1275704,Aya Furukawa
Japanese School Girl,0,1275705,Maria Go
Japanese School Girl,0,1275706,Serena Akane Chi
Japanese School Girl,0,1275707,Abbey Imai
Japanese School Girl,0,1275708,Marina Ishibashi
Japanese School Girl,0,1275709,Miku Katsuura
Japanese School Girl,0,1275711,Alicia Takase Lui
Japanese School Girl,0,1275712,Jodi Tabuchi
Japanese School Girl,0,1275713,Sara Taira
Japanese School Girl,0,1275714,Alyssandra Yamamoto
Sugarplum Fairy,0,1275715,Phoebe Galvan
Dismemberment Goblin,0,190232,Simon Pidgeon
Dismemberment Goblin,0,168815,Matt Phillips
Floating Witch,0,196686,Lori Stewart
"Fornicus, Lord of Bondage and Pain",2,1275716,Greg Zach
Leonidas,2,52262,Sean Maguire
Hauptmann,2,51965,Kevin Sorbo
Pretty Girl,1,78263,Lauren Walsh
Urban Girl,1,1230868,Tiffany Haddish
FBI Agent Alonzo Mosely,0,5050,Yaphet Kotto
Tony Darvo,2,47771,Richard Foronjy
Damon Killian,2,96623,Richard Dawson
Dynamo,0,3013,Erland van Lidth
Buzzsaw,0,13004,Gus Rethwisch
Subzero,2,13006,Professor Tanaka
Mic,2,13007,Mick Fleetwood
Stevie,2,120952,Dweezil Zappa
Brenda,1,16852,Karen Leigh Hopkins
Mr. Mushnik,2,14830,Vincent Gardenia
Fifth Customer,0,1353187,Barbara Rosenblat
Fourth Customer,0,1330820,Kevin Scott
Audrey II (Voice),0,218028,Levi Stubbs
Johanna Zadeck,1,1080195,Vicky Krieps
Walt,2,550550,Tim Beckmann
Head of Ops,0,550551,Christian Malcolm
Sophie,1,550552,Jessica Barden
Razor,2,223477,Joel Basman
Miles,2,550553,Aldo Maland
Sonya Blade,1,59642,Sandra Hess
Jax,0,59643,Lynn 'Red' Williams
Shinnok,2,38624,Reiner Schöne
Jade,0,69532,Irina Pantaeva
Motaro,2,31368,Deron McBee
Johnny Cage,2,227199,Chris Conrad
Ermac,0,1068803,John Medlen
Cyrax / Scorpion,0,131532,J.J. Perry
Rain,0,1645507,Tyrone C. Wiggins
Smoke,0,1277922,Ridley Tsui
Sub-Zero,2,57255,Keith Cooke
Scorpion (voice),0,57256,Ed Boon
Map Genie,1,54645,Nia Vardalos
Samantha,0,204588,Sarah Mahoney
Alvarez,0,98292,Roxana Ortega
Dell Gordo,2,18975,Wilmer Valderrama
Natalie Calimeris,1,504787,Grace Gummer
Jackie Talbott,2,1066079,Max Topplin
Eleanor Snell,1,1213299,Cynthia Preston
Miss Helen Finch,1,186500,Arlene Mazerolle
Heather,0,220922,Samantha Weinstein
Tina,1,964415,Zoë Belkin
Nicki,0,1292474,Karissa Strain
Kenny,2,1251994,Kyle Mac
Tina,1,60034,Laura Benanti
Sasha,1,20381,Jenna Dewan
Willie Weathers,2,59011,Jade Yorker
Junior Palaita,0,59013,Setu Taase
Leon Hayes,2,59014,Mo McRae
Donald Madlock,2,59015,James Earl
Kenny Bates,1,59016,Trever O'Brien
Danyelle Rollins,1,59017,Jurnee Smollett
Roger Weathers,2,59018,Michael J. Pagan
Bug Wendal,2,427978,Brandon Smith
Tracey Kimberly,1,64237,Sascha Knopf
Scientist (voice),0,24320,Alan Oppenheimer
News Caster (voice),0,108701,Helen Wilson
Eileen Spicer,1,114470,Polly Draper
Kayla Millbank,1,47281,Mamie Gummer
Tracey Sutton,1,39171,Andrea Bogart
Augustin,2,1005939,Vladimi Versailles
Joan,0,1271790,Michelle Vergara Moore
Ezra Banks,0,1271791,Mitchell Michaeliszyn
Dr. Peter Joubert,0,1789193,Sasha Bardey
Prison Desk Guard,0,103373,Carmen Pelaez
Nurse,0,1318221,Jacqueline Antaramian
Transporting Officer Kevin,0,1045969,Timothy Klein
Emily's Attorney,1,1046157,Sheila Tapia
Judge,1,75620,Davenia McFadden
Banks Partner,1,27260,Laila Robins
Prince Edvard,2,68307,Luke Mably
John Morgan,2,54834,Zachary Knighton
Beth Curtis,0,77794,Elisabeth Waterston
Deli Patron,2,1442832,Richard Lee
Piglet (voice),2,81082,Travis Oates
Kanga (Voice),0,227444,Kirsten Anderson-Lopez
Roo (voice),2,227445,Wyatt Hall
Christopher Robin (voice),0,227446,Jack Bouleter
Backson (voice),2,184176,Huell Howser
Harry Dunne,2,33934,Derek Richardson
Terri,0,1213538,Teal Redmann
Mr. Moffitt,2,122807,Dana Gould
Denisha,1,1643527,Kimberly Deauna Adams
Debate Director,2,100592,Vinny Argiro
Rastaman,2,545358,Amiri Baraka
Carl Jann,1,75334,Jann Carl
Momma Doll,0,111872,Helen Martin
Reporter,1,1643528,Deborah Moore
Reporter,1,156064,Deborah Lacey
Snag,2,1150484,Marion Jackson
Woman in Church #1,1,1804068,Myra J.
Syd Nathan,2,105303,Fred Melamed
DeeDee Brown,1,4721,Jill Scott
Mick Jagger,2,212768,Nick Eversman
Nafloyd Scott,2,1036174,Aloe Blacc
Pee Wee Ellis,0,237061,Tariq Trotter
Gertrude Sanders,0,1426677,Liz Mikel
Mavis,0,1457001,Carol Lee
Shirley Buell,0,1457015,Cleta Elaine Ellington
Black Infantryman,0,1457021,Antonius Charles
Black Infantryman,0,1347294,Donald Watkins
Pilot,0,207090,Corey Sorenson
Little James Brown,0,1457248,Jamarion Scott
Little James Brown,0,1457249,Jordan Scott
Reno Reporter,1,970192,Rena DeAngelo
Bobby Bennett,0,1347321,Aakomon Jones
Lynched Man,0,1457261,George Quinones
Daddy Grace,2,108188,Clyde Jones
Big Kid,0,1457272,Denzel Reed
Mrs. Byrd,0,1457273,Phyllis Montana LeBlanc
Sarah Byrd,0,1457275,Taura Cherne
Announcer,2,228702,Kirk Bovill
Diner Waitress,0,1407731,Cariella Smith
Velma Brown,0,1457277,Jacinte Blankenship
Female in Audience,0,1457280,Sandra DeNise
Susie's Soldier,0,1457281,Sheldon Frett
JB Chauffeur,0,1457282,Mario J. Radford
Alan Leeds,0,1457283,Joe T. Blankenship
Minder,0,1457285,Randy Smith
Teddy Brown,0,1457286,Alvin Edney II
Little Christmas Boy,0,1457287,Adrien Scott Robinson
Little Christmas Girl,0,1457288,Elliott June Rogers
Jimmy Nolen,0,1457289,Jamell Richardson
Bootsy,0,1457290,Justin Hall
Catfish,0,1457291,David Carzell
Chicken,0,1457292,Dominic Thigpen
1949 Cop,2,1691429,Matt Thompson
Brian,0,1041923,Jeffrey Scaperrotta
Elizabeth Deane,1,7071,Louise Fletcher
Rafael Debaca,2,203762,Miguel Nájera
Christine Barnes,1,1585201,Miracle Vincent
Lenny,2,37404,Big Guido
Bartender,1,37405,Margaret Anne Florence
Young Jenny,1,1519297,Tara Thompson
Jimmy,2,587438,Chris Coy
Christina,1,1883866,Lulu Wilson
Serafina,0,171939,Antoinette LaVecchia
Lt. Griggs,2,1375162,Scott Johnsen
Claudia,0,1246812,Valentina Rendón
Jane Crenna,0,1375170,Olivia Horton
The Other Guy,0,1198328,Sean Bennett
Patrol Cop,0,1375175,Lolita Foster
Cop,2,75601,Sean Nelson
Lucinda,2,145132,Jenna Gavigan
Mental Patient,0,59280,Victor Pagan
Physician,2,63111,Ben Livingston
Zookeeper,0,1237356,John Cariani
Officer,0,79997,Tijuana Ricks
Soccer Referee,0,1375185,Ivan Cardona
Mental Patient,0,1375187,Carol Stanzione
Cop,0,1375188,Steve Hamm
Treasury Service Officer,0,1375189,Mark David Watson
Desk Sergeant,0,1375190,Robert Keiley
Mental Patient,0,1375191,Adam Kobylarz
Judes,1,144287,Allison Cratchley
Luko,0,948767,Cramer Cain
Dex,0,1227235,Andrew Hansen
Jim Sergeant,0,140265,John Garvin
Chopper Pilot,0,559996,Sean Dennehy
Kastom Shaman,0,971257,Nea Diap
Josh,0,55899,Rhys Wakefield
Mom,1,121566,Sharon Lawrence
Random,2,10961,Gavin Rossdale
Phil,2,157847,Cress Williams
Bean,2,176653,Dave Annable
Honey Squeeze,0,1328023,Mercedes Mercado
Colleen (Bean's Wife),0,1137626,Sara Chase
Jane,1,1011204,Stephanie Langhoff
Phillip,0,1470861,Daniel Benson
Sylvia Dickerson-Barnes,1,67837,Jacki Weaver
Gideon,2,58952,Adam Campbell
Margaret,1,1141410,Tracee Chimo
Grandma Leonora,0,1561705,Madge Levinson
Vanessa Barnes-Eilhauer,0,1745404,Zoe Niemkiewicz
Randy,0,1745405,Rocky Rector
Professor Walch,0,1477296,Laurie Brown
Professor Delbanco,0,1745406,Nicholas Delbanco
Little Violet,0,1745407,Penelope Stoller
Skillet,2,103944,Dondre Whitfield
Mick Brennan,2,85812,Michael Buie
Jenna,1,1182673,Remy Nozik
Elizabeth Gesas,1,1629778,Leslie Merrill
Meyer Fisk,2,11511,Daniel Stern
Duty Nurse,1,1455802,Rachel Deacon
Julie,1,1629885,Kaitlyn Wylde
Lyla,1,1629908,Lauren Haggis
Eugenie,1,1560348,Denise Dal Vera
Hospital Security Guard,2,18305,Glenn Taranto
Female Guard,1,1236033,Veronica Brown
Junkie,1,1629779,Alissa Haggis
Sergeant Harris,2,1331795,Allan Steele
Phone Operator,1,1629920,Quantia Mali
Hospital Nurse,1,22014,Tamara Gorski
Airline Clerk,1,576160,Melissa Jackson
Nerva,2,60526,Sebastien Andrieu
Young Violet,0,60527,Ida Martin
BF-1,0,60528,David Collier
Detective Cross,0,60529,Kieran O'Rorke
Detective Endera,0,60530,Digger Mesch
Detective Breeder,0,60531,Ryan Martin
Young Daxus,0,60532,Steven Calcote
Hospital Hemophage,2,1435655,Mike Smith
Chief of Staff,0,60538,Jack Murphy
Daxus Aide 1,0,60539,Diego Swing
Daxus Aide 2,0,60540,Theodore Thomas
L.L.D.D. Guard,0,60541,Abraham Boyd
Speak-No-Evil Phage,2,13927,Kurt Wimmer
Tony,2,67704,Hugh Dillon
Bronco Gunman,0,1330118,Edward A. Queffelec
Priest,0,1401312,Ray Kahnert
Hagen,0,1818113,Philip Marshall
Sniper James,0,1366698,Robert Hayley
Lieutenant Clark,2,88094,Robert Hooks
Chris Paine,2,29792,David Dukes
Mantajano,2,95938,Michael Nader
Faith/Cindy,1,95939,Brittney Powell
Herb Foster,2,95940,Steve Carlisle
Margaret Parks,0,95942,Kathy Payne
Mike Parker,2,56153,Scott Terra
Bret,2,55547,Matt Czuchry
Gladys,1,12543,Eileen Ryan
Floyd,0,1154284,Roy Gaintner
Larry,0,1583060,Matt Holwick
Leroy,0,1583061,Don Champlin
Norman,0,1239281,David Earl Waterman
Waitress #2,0,1583087,Terey Summers
Waitress #1,0,1583088,Randi Klein
Cop #1,2,61115,John Ennis
Cop #2,0,929134,Ryan C. Benson
Himself,0,1583089,Bruiser
Gina,1,59697,Kate Jennings Grant
Christy,1,59750,Nikki DeLoach
Dr. Helen Randall,0,143256,Natalie Gold
PET Scan Doctor,1,76687,Loretta Higgins
Mike Stemp,2,17245,Ben McKenzie
Kate,0,1572065,Victoria Tennant
Karen Aimes,1,58640,Elle Peterson
Sammy Aimes,2,58641,Thomas Curtis
Anya,0,1468299,Elisa Gallay
Elsa,1,98,Sarah Polley
Elsa / PD,0,118358,Stephanie Baird
Gavin,0,81801,Brandon McGibbon
Howard T. Duck,2,1471,Ed Gale
"Cal, Cherry Bomb",1,1012338,Dominique Davalos
"Ronette, Cherry Bomb",1,1027773,Liz Sagal
Maureen Tierney,0,164517,Leslie Denniston
Caitlin Tierney,0,1125868,Hannah Riggins
Tyler McAllister,2,55541,Eddie Cibrian
Strode,2,109439,Kieran Darcy-Smith
Dr. Bacovia,2,135148,Vlad Radescu
Razvan - Caver,0,1178619,Alin Panc
Corvin - Caver,2,54627,Zoltan Butuc
"""Whistling"" John Shaw",0,88379,Paul Wilson
Tony,2,205117,Chino XL
Polina's Farther,2,37438,Rip Taylor
Andre Delacroix,0,582281,Alexander Wauthier
Michele Delacroix,0,582282,Leili Kramer
Madame Blanche,0,167197,Gigi Bermingham
Croupier,2,538321,Francois Giroday
Receptionist,0,147383,Danica Sheridan
Casino Owner,2,140898,Michael St. Michaels
Scooter Boy (uncredited),2,86169,Camden Munson
Ellie,1,944474,Amy Sobol
Chamber Maid,0,1041350,Isabel Dos Santos
Actress Olivia,0,548204,Miranda Handford
Doris,1,168993,Emily Montague
Ginger,1,965807,Sandra Vergara
Newscaster #1,0,1224298,Paula Francis
Victoria,1,98879,Lisa Loeb
Bee,1,519735,Grace Phipps
Doctor,2,1668313,Charlie B. Brown
Club Girl (uncredited),1,1279810,Mary Elizabeth Pohl
Pocahontas,1,69225,Q'orianka Kilcher
Rupwew,2,154647,Michael Greyeyes
Lt. Rosie Forbes,0,178579,Ginny Holder
Richard Bellegarde,2,200332,John McGlynn
Lt. Polanski,0,106385,Mark Powley
Lt. Knight,2,111437,David Fahm
Flight Boss,2,24743,Simon MacCorkindale
Mary,1,951387,Prudence Wright Holmes
Walter,0,170392,Wally Dunn
Ethel,1,161769,Pamela Payton-Wright
Yamcha,2,78323,Joon Park
Emi,0,78325,Shavon Kirksey
Mai,1,37492,Eriko Tamura
Weaver,0,78326,Luis Arrieta
Agundas,0,78327,Richard Blake
Mr. Kingery,2,78328,Julian Sedgwick
Seki,0,147880,Megumi Seki
Jerry Bailey,2,70303,Zach Gilford
Christie,1,1144930,Christiana Leucas
Magnet Girl,0,200465,Diana R. Lupo
Mayor,0,1033495,Titos Menchaca
Susan Pierce,1,133252,Zoie Palmer
Max Shaw,2,1228341,Munro Chambers
,0,1037730,Andrew Chalmers
White House Guard,0,80310,Tony Jayawardena
Twitchy (voice),2,61373,Cory Edwards
Stone (voice),2,63208,Tommy Chong
Griff Gilkyson,1,20185,Becca Gardner
Shelter Supervisor,1,59241,P. Lynn Johnson
Motorcycle Rider,2,27129,Byron Lucas
Griffin Gilkyson,0,1296180,Trevor Moss
Kent,2,11833,R. Nelson Brown
Gnome Owner,0,1296181,Dillard Brinson
Martin,2,103352,Richard Riddell
Friend of Martin,0,1560016,Richard Shanks
Face Changed Martin,0,1560018,Bruce Crawford
Olga,0,1178558,Cassandra Sawtell
Sally,1,95712,Paloma Faith
Sally's Friend,1,118035,Montserrat Lombard
Debonair Gent,0,1378680,Craig Fraser
Dad,0,77638,Mark Benton
Dancing Policeman,2,208146,Michael Bean
Louis Vuitton Woman,1,1196986,Maggie Steed
Solange,1,127495,Macha Grenon
Kate Panofsky,1,208539,Anna Hopkins
Girl at Cafe,1,175913,Brittany Drisdelle
Andrew Cronin,2,225694,Oliver Cooper
Wilson,2,996296,Christian George
Esteban,2,200446,James Molina
Shecky,2,1097967,Sam Palladio
Masseuse,1,1611780,Laura Alemán
Teddy Chin,0,61541,Yee Jee Tso
Brian Bissel,2,61542,Nate Dushku
Randy Sheringham,2,61543,Scott Bellis
Stinky,2,11832,Jonathon Young
Lawyer,2,61546,Ian Robison
Danny Solskjær,2,61544,David Lovgren
Ken Cosgrove,2,61548,Ed Beechner
Gary's Secretary,1,61547,Linda Ko
Pvt. Jupiter Sharts,2,58426,Jihmi Kennedy
Capt. Charles Fessenden Morse,2,58141,Donovan Leitch
Col. James M. Montgomery,2,1272612,Cliff De Young
Edward L. Pierce,0,1340960,Christian Baskous
Mute Drummer Boy,2,84209,RonReaco Lee
Francis George Shaw,2,20906,Peter Michael Goetz
Carol,1,4514,Tuesday Weld
Patrick 'Patsy' Goldberg,0,4516,James Hayden
Eve,1,4761,Darlanne Fluegel
'Fat' Moe Gelly,0,4518,Larry Rapp
Woman in the Puppet Theatre,1,50744,Olga Karlatos
Beefy,2,1373773,Frank Gio
Young Noodles,0,4750,Scott Schutzman Tiler
Young Max / David Bailey,0,4751,Rusty Jacobs
Young Patsy,0,4753,Brian Bloom
Young 'Fat' Moe Gelly,0,4773,Mike Monetti
Young Cockeye,0,4752,Adrian Curran
Dominic,0,4754,Noah Moazezi
Fred Capuano,0,1373776,Frank Sisto
Johnny Capuano,0,61236,Jerry Strivelli
Irving Gold,0,1373778,Mike Gendel
Friend of Young Deborah,0,1373779,Sandra Solberg
Young Deborah (Double),0,1373775,Margherita Pace
Thug,0,176592,Bruno Iannone
Trigger,0,1555142,Ray Dittrich
Mandy,2,16318,Mario Brega
Willie the Ape,0,1881583,Angelo Florio
Kilroy,0,565426,Stuart Bennett
Lance,0,1272974,Myles Humphus
Roland,0,1085150,Stephen Hill
Ilir,0,37156,James Biberi
Harry,0,80001,Andrew Stewart-Jones
Harry's Girl,1,1167280,Krystal Tini
Alex,0,1272975,William Zielinski
Alex's Girl,0,1272976,Jessica Jean Wilson
Doctor,0,1272977,Christopher Cline
Nurse,0,1530423,Kimberly S. Fairbanks
FedEx Guy,0,585780,Michael McKiddy
Anka,0,1272978,Beata Dalton
Delphine,0,1272979,Accalia Quintana
Latin Man,0,1530440,Jay Santiago
Matilde,0,1272980,Maria Laboy
Andras,2,1187,Saul Stein
Derelict,0,203757,Roy Milton Davis
Florence,1,155134,Jennifer Mudge
Peter,0,1272981,Ante Novakovic
Toilet Guy,0,226112,Raw Leiba
Jeep Driver,1,118941,Jennifer Butler
NYPD Officer Daniels,0,1106629,Raymond Mamrak
Nerissa,1,52996,Heather Goldenhersh
The Duke,2,28853,Anton Rodgers
Anne,1,47334,Nutsa Kukhianidze
Remi,2,47336,Marc Lavoine
Raoul,2,47337,Gérard Darmon
Said,2,47335,Ouassini Embarek
Yvonne,1,47339,Patricia Kell
Philippe,0,988418,Julien Maurel
Vladimir,0,15254,Emir Kusturica
Kozinski,2,988488,Roland Munter
Albert,2,41886,Mark Polish
Bertram,2,41887,Michael Polish
Jamie,2,51656,James Quattrochi
Zoe Lang,1,54830,Sophia Bush
Owen Cole,2,81390,Aaron Carter
Chuy,2,81391,J. D. Pardo
Herself,0,81392,Jamie Little
Himself,2,81393,Ricky Johnson
Rowdy's Hairstylist,0,81394,Erin Lear
Rider's Girlfriend,1,81395,Alana Austin
Helen Potter,1,183201,Barbara Flynn
Rupert Potter,2,104795,Bill Paterson
William Heelis,2,172935,Lloyd Owen
Young Beatrix Potter,1,86232,Lucy Boynton
Young Bertram,0,1136120,Oliver Jenkins
Young Heelis,0,205671,Justin McDonald
Hilda,0,105491,Judith Barker
Fiona,1,1231385,Patricia Kerrigan
Lady Sybil,1,1220072,Lynn Farleigh
Sir Nigel,2,14465,John Woodvine
Saunders,0,1655832,Christopher Middleton
Lady Armitage,0,26684,Jane How
Bidder,0,1591028,Barry McCormick
Auctioneer,0,208444,Dominic Kemp
Man at Meeting,0,191749,Mike Burnside
Mr. Copperthwaite,0,31924,Geoffrey Beevers
Mrs. Haddon-Bell,0,71533,Clare Clifford
Princess Qingcheng,0,20652,Cecilia Cheung
Goddess Manshen,0,20655,Hong Chen
The Emperer,0,20656,Cheng Qian
Christie Allen,1,55776,Holly Valance
Helena Douglas,1,56825,Sarah Carter
Ryu Hayabusa,2,65198,Kane Kosugi
Bayman,2,962137,Derek Boyer
Leon,2,134414,Silvio Simac
Gen Fu,0,1130647,Fang Liu
Tim James,0,39519,Dustin Bollinger
Express Messenger,0,39521,Joel McNichol
Baggagemaster,2,39522,James Defelice
Engineer,0,1149455,J.C. Roberts
Martha Bolton,1,15675,Alison Elliott
Sarah Hite,1,89247,Kailin See
Bowery Saloon Singer,2,39516,Nick Cave
Zhang Zhenwu,2,64435,Jaycee Chan
General Yuan Shikai,1,1173005,Sun Chun
General Li Yuanhong,2,15170,Jiang Wu
Lin JueMin,2,1106514,Hu Ge
Qiu Jin,0,998494,Ning Jing
Sun Yat-sen,0,57054,Winston Chao
Wang Jingwei,2,1050324,Yu Shao-Qun
Xiong Bingkun,2,130597,Dennis To Yue-Hong
Situ Meitang,2,1338063,Huang Zhizhong
Chen Yiying,1,131343,Mei Ting
Zai Feng,2,1069645,Li Dongxue
Tang Manrou,1,1006594,Wang Zi Wen
Tang Weiyong,0,1184600,Tao Zeru
Song Jiaoren,2,1614347,Xing Jiadong
Yuan's Concubine,1,1275552,Wang Lu-Yao
Nicolas,0,117861,Maxime Godart
La mère de Nicolas,1,62531,Valérie Lemercier
Le père de Nicolas,2,22306,Kad Merad
La maîtresse,1,81821,Sandrine Kiberlain
Le bouillon,2,76858,François-Xavier Demaison
Le directeur,2,19062,Michel Duchaussoy
M. Moucheboume,2,24832,Daniel Prévost
Le ministre,2,24629,Michel Galabru
Mlle Navarin,1,39350,Anémone
La fleuriste,1,78216,Louise Bourgoin
Le chef de la chorale,0,21171,Gérard Jugnot
Alceste,2,553198,Vincent Claude
Geoffroy,0,572627,Charles Vaillant
Clotaire,0,572628,Victor Carles
Eudes,0,572629,Benjamin Averty
"Blédurt, le voisin",2,24041,François Damiens
Rufus,0,572630,Germain Petit Damico
Joachim,0,572631,Virgile Tirard
Le majordome,2,20850,Eric Berger
La dame à la roulette,1,28676,Françoise Bertin
Madame Moucheboume,0,51971,Nathalie Cerda
L'oncle de Nicolas,0,7279,Cyril Couton
La secrétaire (non créditée),0,572632,Virginia Anderson
Médecin 1,0,572633,Didier Raymond
Médecin,0,572634,Christian Taponard
Médecin 2,0,572635,Alain Sachs
Médecin 4,0,572636,Yves-Robert Viala
Marie Edwige,0,492293,Elisa Heusch
Agnan,0,572637,Damien Ferdel
Un élève salle des examens,0,572638,Simon Goscinny du Chatenet
Francis Leborgne,2,16873,Serge Riaboukine
le moniteur d'auto-école,2,1105278,Renaud Rutten
Holly,1,58635,Dominik García-Lorido
Julian Reeves,0,52904,Jean Claude Leuyer
Cocktail Waitress,0,1450383,Greice Santo
Tony,0,1455749,Nick Epper
HotShot Dealer,0,570706,D'Arcy Allen
Mean Dealer,0,98175,Lee Perkins
Shannon Wallace,0,133286,Barbara Coven
Paige #1,0,1053669,Ryann Campos
Paige's Friend,0,1539987,Mandalynn Carlson
Deng,0,87466,Souleymane Sy Savane
Betty,0,1386161,Abena Ayivor
